label	text
False	"@TheBabylonBee Insane Bill Gates wants to block out the sun to slow ""climate change""  That's no parody. He really wants to.
That's how insane he is."
Other	"@TechnicalBard Would love a link on that. Here's why he's up to in his spare time. ""Professor David Keith Admits Many Thousands will Die from Harvard Solar Geoengineering Program 2018""  https://t.co/6UfBbS8Z4k"
Other	"Is the really sky the limit? Can aerosols be used to combat global warming? These questions are answered  in our #EnvironmentalResearchLetters journal released today by  researchers from @Yale and @Harvard. 

Read the full article:https://t.co/qpujoqNJ4D

#TrendingResearch https://t.co/d71nFHubKG"
Other	@MoreSiegfried Professor David Keith Admits Many Thousands will Die from Harvard Solar Geoengineering Program 2018    https://t.co/6UfBbS8Z4k
False	"What's wrong with this New Green Don't picture??
Solar power and unaffordable electric cars that cost upwards of $60K!Bill Gates plans to  block the sun as he ""invents"" food!! Millions of new homeless people,as Fauci plans to release a new scamdemic!!! What could go wrong?!!"
False	@FredYosemite @Ali_CV_Guru @ClaireH37444648 Both Forbes and Bloomberg printed articles saying Bill Gates wants to block out the sun, what makes you think they aren’t doing that already? The technology is 50+ years old
False	@swanblack404 Well we already know Bill Gates is financing it at Harvard (solar geoengineering). It’s not a conspiracy. I have a slightly different theory though. I’ve always watery eyes, sneezing and migraine around spring time (tree pollen) it’s been worse the last few years though 🤔
False	@KimDotcom like Bill Gates &; Co who are spraying aluminum, barium, strontium and sulphur in our sky (to block the sun) every day???
False	"@RebelNewsOnline @ezralevant Bill Gates the same wacko that wants to block out the sun to slow ""climate change""
let that sink in."
False	"@CNBC Bill Gates wants take the moisture out of the air and to seed the atmosphere with an particulates to block the sun.
What's next a locust breeding program?"
False	"@TackyTeddy @4allpatroits @adamcurry I read about this last year. Bill Gates is funding a Solar Geoengineering Research Program at Harvard. 

https://t.co/4Ykisj78rk"
False	"Bill Gates is a eugenicist who wants to take your beef and replace with synthetic franken-meat, inject you with synthetic toxic spike proteins, block the sun from you, and release synthetic robot mosquitoes into your neighborhoods.  

Nothing to see here."
Other	CIA grants and Harvard work together to make Solar Geoengineering  a socially acceptable notion https://t.co/WScC31EYtu https://t.co/AEVpzv1tcX
False	"@ezralevant Bill Gates: buys billions of dollars in farmland &; Monsanto/ GMO's..we must eat plant based food. We must move to alternative energy...We must block the sun for global warming.🤔
Little man is planning to control food &; energy...what could go wrong 😐"
False	"Down a tech giants wormhole this morning. 

Sweden canceled Bill Gates’ controversial climate geoengineering project (SCoPEx) aiming to block the sun to stop global warming https://t.co/lsY4WCFe3C"
Other	"@joyari7 @the_americangrl @SarahEdmondsPhD @VoteRIGHTinAZ ..then as they have dispersed. I'll include some links of reference here. The pic is a screen shot of the MSN link I took that Harvard subsequently took down. This was the 2019 test.
https://t.co/BSIMkzEITp
This link was where my interest peaked.
https://t.co/nBs1uFARey https://t.co/zzBM9xd3i4"
Other	"Can aerosols be used to combat global warming?  Researchers from @Yale and @Harvard answer this question in our #EnvironmentalResearchLetters journal. 

Read the full article:https://t.co/L4iStpMDBk

#TrendingResearch https://t.co/sIHWouSXQN"
False	Why does this dude rule our lives? Sweden cancels Bill Gates funded test to block sun https://t.co/pSkbB7knFQ
False	@edthetechie That's why Bill Gates wants to spray dust into the atmosphere to block out the sun. Three birds with one stone.
Other	"❗️COMING UP❗️

Energy Policy Seminar: Solar Geoengineering and U.S. Politics
@BelferCenter 

3/7/22
Noon - 1:00 PM EST
Online 

Featuring -  @kellywanser of @SilverLiningNGO &; Steven Hamburg of @EDF
W/ @josephaldy &; @DKeithClimate

https://t.co/vDDVKswZ2M https://t.co/oSHKz62P5j"
False	Bill Gates-funded project proposes to block the sun with dust https://t.co/XegHchb9L0
False	"@Nacho_Dinero Actually there is some sun today

Bill gates didn’t block it today"
False	@BlueDotCitizen @Carl38708702 @TRF_Climate I guess u haven't heard of ice ages. But sure, block the sun like Bill Gates suggests? 🤡
False	"Bill Gates wants to block the sun, ban eating meat and make people eat insects instead.

I can only think of one person who would do that."
False	@GastownGay @YourFerntasy @Blissaton @Michell26770648 @Kattsea1 @thisweirdworld_ Bill Gates is a eugenicist. There are serious plans to block out the sun.
False	@Storm4Congress They manipulate so much already… probably wouldn’t be able to handle knowing the totality. It does amaze me we are all still alive! God gave us one amazing immune system!! …and then there is Bill Gates..wants to block the sun? Hmmm… geoengineering! 🤔
False	@feketedios @CartlandDavid Possibly a survey plane. Chem-trails aren’t a conspiracy though. It’s called Solar Geoengineering. Bill gates has funded Harvard university to test spraying calcium carbonated dust into the atmosphere. Google it.
False	main reason is their melanoma and cancer rates are soaring,you knew it wouldnt be too long before they started going that route and finding slternative ways to survive. You got Elon musk trying to colonize Mars and you got Bill Gates trying to takeover the food and block the sun https://t.co/9Glu0TnzgN
False	"@germor53 @awright_1983 Not saying you are wrong in any way mate but they are doing it around the world.
Courtesy of Bill Gates wanting to block the sun. https://t.co/p1ZimMh9jF"
False	@TheWatchers_ I'd like to ask what are your views on Bill Gates idea to create cloud seeding? Has this begun? And wouldn't it be dangerous to block out the sun putting the Earth in a similar position to the little ice age?😀
False	The symbolism couldn't be more blatant if they tried. Bill Gates wants to block out the sun. Who else would do that?
False	@LionelMedia @scrowder Bill Gates to build the biggest vape pen in living memory to block out the sun because he had a bet with Snoop Dog to make the a smoke ring that encircles the Earth.
False	@AoifeCarey21 I care for the environment, I don't care for climate scam. When the same people who cry climate change yet conduct weather manipulation, I'm out. Bill gates wants to block out the sun as a good thing, I'm out. Change the course of a river you destroy the environment downstream.
False	@elonmusk @BBCScienceNews What about Bill Gates trying to block out the sun?
False	"@mbrewer580_mark @NikkiFried Why do you want people to buy solar? AOC and Bill Gates are trying to find away to block out the sun.
The Green New Deal. 🤔"
Other	Sorry left my friends name on it , Yeah she put the fact that the letter Z was seen on tank's and in Russia/Ukraine  war situation and symbolic ,  when Brad Put has a film re World War now out https://t.co/V4aY0LxMTf
Other	"@denismuto21 @Arslon_Xudosi @oryxspioenkop You can translate this article, which shows exact parallels to the Russian war doctrine today in Ukraine. 

Russia does not care about their soldiers and just throws anything at the enemy. 

Use translate. 

235🇷🇺 tank losses vs 5🇩🇪 losses in one battle. 

https://t.co/SSInI6DS83"
Other	Henglong RC Tank 1/16 Scale Russian T90 3938 Metal Tracks Sprocket Idlers Wheels https://t.co/VAmklOpkGS eBay https://t.co/u9Eq1NiQaF
Other	"98-year-old Oleksii Shcherbo walks past his burnt house and a destroyed Russian tank in the village of Sloboda, outside Chernihiv, on Tuesday. 

https://t.co/voURWMn6DG

📷 Marko Djurica / Reuters https://t.co/O04oT8WR0H"
Other	"#Ukrainian Tank Crew takes on dozens of #Russian Tanks

#OpRussia #Anonymous #Russians #Russia #PutinWarCrimes #PutinIsaWarCriminal #NoWar #RussiaInvadedUkraine #RussianWarCrimesInUkraine #Ukraine #Ukraina #UkraineRussianWar #WarCrimes #WarCrime #RussianArmy #RussianSoilders https://t.co/ydUqlRzxwr"
False	@EricIdle I am waiting to buy a used, semi operable former Russian tank from eBay-Ukraine.
Other	Ukraine’s Zelenskyy calls for removing Russia from U.N. Security Council after alleged war crimes - The Wall Street Journal. Remove them fr council Russians evil country who kill rape innocent civilians crashed people with their tank not allowed in Un evil https://t.co/eBh3SNuRVy
False	@mfa_russia I have one slightly used Russian tank for sale.  If you’re still able to access eBay perhaps you’d like to buy it?  I heard you’re running out of them. https://t.co/axwDl28Kiw
Other	"Incredible footage of a single T-64BV tank of Ukraine engaging a Russian convoy, destroying a BTR-82A from an ambush.

#Russia #USA #RussianSoldiers #RussianWarCrimes #UkrainianGenocide #RussianMangaPiracy https://t.co/mDgz4xpVbr"
Other	1988 🔥TANK🔥 Models 1/35th Scale US Sherman Easy Eight Russian KV-1B by Tamiya https://t.co/55LPCTdQDd eBay https://t.co/6GmxgugMw9
False	"Check out Used Russian tank T-80U (crew not included, he ran awa)pickup only 🇺🇦 https://t.co/ph3f7qECxa @eBay 

Ok so I know I don’t know most of you guys…but here me out: 
I just need to borrow $500. Also need a plane and pilot.."
False	Russian tank for sale on eBay #ukraine #StopRussia https://t.co/gfQ1gDoafv
False	"Check out Used Russian tank T-80U (crew not included, he ran awa)pickup only 🇺🇦 https://t.co/w3Lu95kiwn @eBay

WANT"
True	"❌ Social media posts falsely claim to show a Russian tank sold by Ukrainians on eBay

⚠️ But the purported eBay listing shows a doctored stock photo

https://t.co/i4fxV1PL6v"
False	"Did I see a used Russian tank on eBay for 145$?

Would they pass the local environment protection requirements?"
False	I really hope this is true because it is damn funny. [Ukrainian civilians selling a Russian tank they captured on Ebay). #Ukraine 🤔 https://t.co/rQXJXTRxT0
Other	Ukraine says there is evidence that Russians have killed hundreds of civilians near Kyiv. Russia points to videos of Russian prisoners of war being shot in the legs and other harrowing imagery. @cainburdeau https://t.co/nq9eUwzM04
Other	Amusing Hobby 1/35 Soviet T-90A Russian Main Battle Tank (Full Interior) # 35A05 https://t.co/4zYK2TT4ZO eBay
False	Hello Twitter. Would anyone like to go halfsies on buying a captured Russian tank off of Ebay to support our Ukrainian allies? They are $400,000.
False	Used Russian tank was for sale on EBay.😂#TikTok https://t.co/Ot3GrsjENd
False	"@TristanSnell I just bought a captured Russian tank on eBay.
The Russian economy is tanking."
Other	"Bidding is open for the artwork: ""Ukrainian Farmer Salvaging Russian Tank in the Style of the Codex Manesse""

https://t.co/A6NN3ks7Ek

#PutinSucks

დიდება უკრაინას! https://t.co/igugkZ1WyW"
False	@RFERL so the ebay listing for a working russian tank wasn't a joke!
False	@smcroasters @7wolfman_kern eBay if you’re cool with an older, used Russian tank…well, and shipping it from Ukraine
Other	"#ukraine using anti tank missle to destroy a helicopter 🚁 wtf?🙆‍♂️😲🏆💪

#Zelenskiy #UkraineRussianWar #UkraineInvasion #UkraineCrisis #UkraineRussiaConflict #UkraineWillWin #Russian #Russia #Rubles #RussianWarCrimes #Ukraine https://t.co/tu826VNXeh"
Other	"@OmahaSpeak Lara Loga said God intervened by having Fox fire her for referring to Fauci as Dr. Mengele  because Fox is in the tank for Zelensky.  

She says Putin is the only person between us and the NWO. Nazis are fighting in Ukraine against Russia and we're hearing 1 side. I'm with Lara"
True	"This is not a genuine listing for 'a Russian tank on eBay'

AFP New Zealand and Pacific Islands 

Published on Friday 11 March 2022 at 01:12 
Copyright AFP 2017-2022. All rights reserved.

https://t.co/ARvlxB0vAG"
False	"“Let’s not put tracking device in our tanks becuz the enemy could find them.” 
“Where did you leave the keys to the tank? Are they on the hook? You never put the keys back where they go!” 
Russian tank for Sale on ebay https://t.co/W9vfjbq86s"
Other	"🛑🛑🛑Destroyed #Putin regime terrorists tank 
#Ukraine #Russia https://t.co/bpiCL8akb0"
False	"@nevedimka123 @ArmedForcesUkr Ebay is going to be interesting once this is all over.. ""russian tank, brown stain on seat, red smear on hull. Needs fuel, otherwise in reasonable condition for russian equipment of the period. Would be ideal agricultural machinery and a fine addition to your farm""."
Other	"🎙️Today on the Russia-Ukraine war podcast:

🔴 Examining the Russian army’s retreat and redeployment to the East

🔴 Reporter Danielle Sheridan gives her report from on the ground in Bucha

🔴 We answer your questions on Belarus and tank warfare

Liste... https://t.co/dkPREuJZBc"
False	Get your Russian tank on Ebay. Local pick up only. Bring your own tractor. 😂 https://t.co/889FwH4jv0
Other	@AlanMiesz @TuukkaMard @jakluge @m_koiv @markkuilmari Well, you could still just look at any eastern european or arab country's ebay-equivalent, where you can pick up much of the same gear they are still using as a 1:1 replacement. Apparently, you can get an unarmed T-72 at the price of a german family car :) https://t.co/TazCue8mLz
Other	IMAGE of a Ukrainian soldier in front of a captured Russian T72B3 tank, and another one that went for a swim in supposedly in the Kherson area. #Ukraine #Russia #Putin #UkraineUnderAttack #PutinsWar https://t.co/twXHePWmLr
Other	@gard09 @Danspiun Hey there, we spoke to participants of the battle. It was a bold mission to hit the tail of withdrawing Ru column. It was really 1 Ukr tank vs 20 Ru vehicles. And Ukr tank survived. Then followed artillery and infantry attack (only 3 wounded from Ukr side) https://t.co/m1FU1iOSk7
False	@DreamLeaf5 Can't we just smash up a few government buildings? I already bought the captured Russian tank on Ebay?
Other	@jmvasquez1974 You should put the tank remains onto eBay, I’d buy me a bit of a destroyed Russian tank!
False	"Someone posted a Russian tank for sale on Ebay for $400,000.
😂😂😂😂😂
 https://t.co/GQK1tm9bhA"
Other	"Ten of these weapons will be included in the US$300 million in lethal military aid to Ukraine.
https://t.co/n1bmbBhOIt"
True	FACT CHECK: Does This Image Show A Genuine eBay Listing For A Used Russian Tank? https://t.co/I4Q98fe5Ro via @check_your_fact
Other	"#Putin #Rusland , #Oekraïne: ""Russian - They learned pretty well from Prof. Shen from the CCP think tank.""
https://t.co/TWSbSY1HJr
#Russia #Ukraine #UkraineRussiaConflict  #UkraineRussiaCrisis #UkraineRussiaWar"
False	@bluteaux @ruckmalc @PetrasPics66 @Stephen1010102 @Bellagio_bound @JenniferCoogan1 @987_charles @khalchewska @ChrisEv06631592 @IainColledge @quasirob @ShegorReador @roarbro @Lola36061454 @SibeliusFrank @FridgeBoris @robertsessford1 @Masha_et_Medved @BertuccioPanini @Marisya100 @KevinPe00158553 @CARogersNo1 @andyfarnell07 @MalChandler @Hairy_Laphroaig @somechewlip @condimentset @adbalfour @rec777777 @Michael80789776 @ShearerRab @galoftomo @GFeltchmaster @Stephen40868649 @crikeyolson @RonnieTheFrog @thefactroom @ConraddKonnrad @Quisitive6 @tomprice101 @Badbadger600009 @ADB0806 @oldtwohats @Sacro @son_of_kernow @Bluewurst1875 @matski909 @Callan23474387 @RudeBoiUK @dpthebeesreader Putin tank for sale on eBay! Stolen by 80 year old Ukrainian turnip farmer. Beat 10 Russian army soldiers by himself. https://t.co/KSlZYjxVPV
True	This is not a genuine listing for 'a Russian tank on eBay' https://t.co/c9pAgrJ3n9
Other	@vegardso @UAWeapons @mog7546 So once Ukraine sends the last Russian tank to the scrap heap, Russia's screwed? Works for me!
Other	TIGER I ON THE EASTERN FRONT By Jean Restayn WW2 Tank Combat Russian Wehrmacht #eBay🇺🇸 #Antiquarian #Collectible #Books https://t.co/ARNzIrBeB2
Other	"""""It's not clear what the rate of attrition is for the Ukrainian forces is. The answer is, We don't know,"" said Michael Kofman, a Russia specialist at the CNA think-tank based in Arlington, Virginia.""

https://t.co/F8e6VGjSJJ
. https://t.co/8KoGGH9F74"
Other	"⚡️#Russian T-72B tank was hit by a top attack munition in #Chernihiv Oblast &; decided to become one with the tarmac😂
#GenocideOfUkrainians #Ukraine #Russia #UkraineRussiaWar #WARINUKRAINE #RussianWarCrimesInUkraine #Bucha #PutinWarCrimes #StopPutinNOW 
 https://t.co/QNIz3xHdJO"
Other	"5 reasons Armata T-14 tank of #Russia not seen in #Ukraine ! 

https://t.co/9FNvteOO5T via @YouTube"
True	PolitiFact | No, this isn’t a photo of a Russian tank for sale on eBay https://t.co/jW3j06LKjy
Other	Check out Russian Army Uniform GORGET PATCHES Armoured Tank Troops COLLAR TABS 2pcs SET  https://t.co/3qWeZPqoqc via @eBay
Other	@ZelenskyyUa @BorisJohnson When can we start buying seized Russian items on ebay? I'm sure there are a few crypto billionaires out there that would love a slightly used Russian tank. https://t.co/5m5l9hgqYm
Other	@Cluckyz @MrsEmmaJK @AFP Remember when Ukraine killed their peace negotiation and tried to blame it on Russia? Or when a Ukrainian tank killed multiple Ukrainian civilians and tried to blame it on Russia before dozens of civilians who live in the area were interviewed and every one said it was ukraine?
Other	Russia is focusing on Eastern Ukraine. Retired general explains how to s... https://t.co/rIWvsPUMxx via @YouTube Listening to Gen Clarke we are going to witness one of the biggest Tank Battles seen in Europe since the Battle of the Bulge.
Other	@PeterAlexander 2 guys who placated Russia and refused to arm Ukraine. Thanks to Trump for giving them anti-tank systems.
True	While this photograph does appear to show a Russian T-72 tank, this picture has been online since at least 2010. https://t.co/NYXlp74vor
Other	“Ukrainian Farmer Salvages A Defeated Russian Tank” in the style of the Codex Manesse. I painted this in gouache and ink. Now for auction - all proceeds to charity to help Ukraine. https://t.co/P2JtG0rqEp  A brief description of the elements in this thread. https://t.co/kD6W78A6Cj
False	@nevillebartos12 A Russian Tank of EBay
False	"eBay item newly listed:
Russian tank, barely used.

#IStandWithUkriane https://t.co/9J6cGn4UrI"
False	"#Ukraine Tractor Division scores another Russian Tank.
Check eBay for listings. 
https://t.co/DBjYDK3drq"
False	@M3J4NN It is all on Ebay - anything from NBC kits to uniforms, trench coats, gas masks - the lot! I even bid on a Russian T-72 tank the other day - a farmer in Ukraine found it in a field! Ebay removed the listing though!
False	"Check out John Aravosis's video!
Somebody put a Russian tank on eBay!  #TikTok https://t.co/gSTqwngh0M"
False	@KyivIndependent saw a listing on ebay for a russian tank😭
True	@OleGelo5 Speaking of Russian tanks, our parent company's VERIFY team recently debunked a rumor that a fully-functional Russian T-72 tank was for sale on eBay. Viral social media posts had wrongly claimed the tank was up for auction.
True	Fake Posts On Ukrainians Selling Russian Tank On eBay Go Viral | BOOM - BOOM https://t.co/FQZ1cgTNbn @GoogleNews মারফত
False	"@TheFunny_mp4 WE CAN BUY TANK!
https://t.co/2fIHwclIvh"
False	@UAWeapons @Martina @Blue_Sauron Will this show up on eBay.  “For Sale, Russian tank, hardly used”. Will trade for better model
False	"@EmergencyBK Im trying to buy a Russian T80 tank on ebay right now, as ya do, seems there's a fair view available, shipping ex Ukraine :))
#IStandWithUkraine"
Other	A single Ukrainian tank engaging a large Russian convoy consisting of se... https://t.co/mchQX5jtzT via @YouTube #Ukraine #UkraineWar #UkraineRussianWar #UkraineUnderAttack #UkraineInvasion #Ukriane #Ukrainians #RussianWarCrimes #Russia #RussianUkrainianWar #RussianArmy #PUTIN
Other	"@TSLAFanMtl Bro - seriously you’re gonna just drive a Russian tank through Ukraine countryside after the war is over? 

Might as well light it on fire yourself 😂

Or post on EBay “pick up only - does not include delivery” 😂"
Other	"""Russian forces struck a tank of nitric acid in Ukraine’s Luhansk region, sparking panicked warnings for residents to protect their faces and remain indoors.  Serhiy Gaidai issued video address warning residents the toxic fumes can cause “severe damage.”"" https://t.co/voUdm3dOyP"
Other	Tamiya Russian Tank Destroyer SU 100 Model Kit, 1/25 Scale, Sealed Contents. https://t.co/DJN9vmzIIh eBay https://t.co/LIMCl4PKpi
False	Russian Tank t72 https://t.co/d77dX8FKli eBay https://t.co/7WsQG2d3ZY
Other	Russian Heavy Tank KV-1 Tow Truck - Full Option Kit 1:16 RC Radio-Controlled https://t.co/MGpvg01rrg eBay
Other	"Brief news: Russian forces bomb an acid tank in Ukraine that can blind residents.
https://t.co/13JV2vrpov"
Other	In the 2014 warfare between Russia and Ukraine, both sides suffered huge tank losses without making any progress.
Other	People instructed to stay indoors after nitric acid tank hit by Russian strike in eastern Ukraine https://t.co/LqJZqcxtt6
Other	Check out Tamiya 1/35 Russian Tank Destroyer SU122 Model Kit. Kit #MM193 Complete Kit Mint #Tamiya https://t.co/giouWxiO9J via @eBay 🔥🛒 Vintage Model Sale Going On Now! Save On All Inventory! Shop Now! New Items Listed Daily.🛒🔥
Other	Vintage Soviet Russian Artillery Anti Tank Gun Howitzer Toy https://t.co/XeEu99bPJe eBay
Other	@lookner about the Tank issue, that is not true that Czech Republic is the first country delivering tanks to Ukraine, Russia has been delivering in the last month tanks for free to Ukraine, you can ask the Traktor legion!
Other	Amusing Hobby 1/35 Russian T-90A Main Battle Tank Full Interior Kit https://t.co/kvA6IckavA eBay
Other	"@TheWarNerd his war maps of ukraine were more generous to russia than their own maps were

anywhere a russia has driven a tank or taken a piss is russian controlled territory"
Other	https://t.co/HPRaw3vys6  Used Russian tank T-80U (crew not included, he ran away) pickup only. From Ukraine 🇺🇦. All money will be transferred to help victims of Russian aggression. Russian tank, no batteries, empty fuel tank. Located near the city of Gostomel, pickup only! https://t.co/mELFSrhxiI
False	@Iniqu1ty I can get u a Russian tank I got off ebay lol
Other	Torro 1:16 RC Russian Tank T34/85 https://t.co/cUXqBniT2D eBay
False	@gtconway3d Saw a working Russian tank for sale on Ebay. You just have to ship it from Ukraine.
Other	"@Angelo4justice3 Nah!, I want a Russian Tank.
Just missed the one on Ebay."
Other	"Ukraine and Russia Tank battle:
a single Ukrainian tank engaging a large Russia convoy consisting of several tanks and BTR-82A. Several Russian vehicles destroyed.
#Tank #Ukraine #UkraineWar 
https://t.co/dJwdG4oKTK"
Other	The Number of AGTMs in Ukraine Will Soon be 10 Units Against One Russia’s Tank | Defense Express https://t.co/BTXDfajoiF
True	Bob Oswald: #FactsMatter reports Ukrainians not selling Russian tank on eBay https://t.co/yvPlJz4SFj
Other	Acid tank bombed in Ukraine, toxic fumes could blind residents: officials https://t.co/cliaqTavDk via @nypost
Other	"Is #USA helping #Ukraine or prolonging their agony? How long #Ukraine &; #Russia endure this catastrophe. Should work to end war not prolonging it @asthana_shashi 
US sending latest Switchblade tank-killer drones to Ukraine https://t.co/hSPHnFQEmz via @scmpnews"
Other	"❗️#Ukrainian forces shoot down #Russian helicopter with Stugna-P anti-tank missile. 👏👏

#GenocideOfUkrainians #Ukraine #Russia #UkraineRussiaWar #WARINUKRAINE #RussianWarCrimesInUkraine #BuchaMassacre #Bucha #PutinWarCrimes #StopPutinNOW 
 https://t.co/fUEzCoGpsl"
Other	(TRU09527) - Trumpeter 1:35 - Russian T-80UD Main Battle Tank https://t.co/9MXnf9YDru eBay
False	@AtomicCheddar2 @GaryMDean @lapatina_ I'll stay in US and redirect the plane ticket money to purchasing on eBay tank tread links salvaged off those Russian tanks destroyed by Ukrainians.
False	"Wow!
Check out Used Russian tank T-80U (crew not included, he ran awa)pickup only 🇺🇦 https://t.co/XqdY29wBfV @eBay"
False	Russia’s largest tank manufacturer may have run out of parts https://t.co/NUULesnsUY Also see Ukranians selling used Russian tanks on ebay!
Other	🇬🇧🇺🇸🇪🇺🇺🇦Drone video shows Russian tank 'opening fire on a cyclist' in Bucha https://t.co/4dv7rWON0O via @MailOnline Ukraine further compelling evidence of Russia Tanks FIRING Tank Machine Guns at Cyclist going down the street of Ukraine target practice and for fun appalling.
False	@JoaoSilverstein My wife made me promise not to buy a Russian tank on eBay. Bummer!
Other	Hand Made 1/35 Scale Russian T-14 Armata Main Battle Tank Green Plastic Model https://t.co/cox8pHukZH eBay https://t.co/J2uHHa6Djf
Other	"Are Ukrainians selling these tanks on ebay?

I'm interested in buying a Russian Tank. 

Fear not i understand they are very unreliable so instead of using it for battle i will allow those who have Mechanophilia to engage in sexual intercourse with it https://t.co/KFdm9Eupnv"
Other	#Russia's #economy could shrink by up to 15% this year and face up to 30% #inflation due to pressures brought upon it by Moscow's invasion of #Ukraine and the international #sanctions that has prompted, according to one European think tank. https://t.co/RZOxHHqvaE
True	Facts Matter: Ukrainians are not selling captured Russian tank on eBay https://t.co/lxK06XZXsU
True	Ukrainians are not selling captured Russian tank on eBay https://t.co/UBTbi3YcMJ
Other	Russia: Command center and fuel tank were hit with high-precision missiles in Ukraine - #cleveland_heights_ohio #greater_cleveland #fuel_tank #ukraine #russia #moscow #fuel #tank #were #kyiv #ohio https://t.co/t8OlOFBDCl
Other	"@RF_OSCE @mfa_russia @MFA_Ukraine @PLinOSCE @RussiaUN @mission_russian @RusMission_EU Each time I see a russian tank/plane/helicopter destroyed, I am so HAPPY and think: these bastards won't kill or rape anymore!
https://t.co/h9eCow9imr"
Other	"@ReflectingMan Is that serious? Remember hearing them Ukraine boys put a Russian tank the captured up for sale on eBay; is this the actual n ok disinfo not a fun meme but real follow up?

JMFC where was my  30,000 cash when I really really needed it?

In all reality I hope they give or
1/2"
True	Fake Posts On Ukrainians Selling Russian Tank On eBay Go Viral https://t.co/4xXZ8XWTWb
False	"1. Open an EBAY account.

2. Email the Pentagon (with attached video) and notify them that your auction will begin in 48 hours.

3. Bargain hard.

4. Offer to throw in a Russian tank (obtain from any Ukrainian farmer) ... but DO NOT agree to pay for shipping. https://t.co/IbCZgVaZ4f"
True	Fact check: eBay listing for Russian tank is fake, company says https://t.co/1H0Ybof7sE
Other	"@mfa_russia @Twitter @RussiaUN @Dpol_un @mod_russia @RF_OSCE @OSCE @osce_ru @RusembUkraine @MID_DNR @RusMission_EU Russian Z tank killed an innocent civilian riding his bike on his town in Ukraine.
https://t.co/lTKE3jX17o"
False	Russian Tank T72 https://t.co/fF9DSmeQHU eBay https://t.co/8nJN9re0WT
True	@AFPFactCheck The Russian tank captured in Ukraine and sold on ebay was such an obvious joke that even @AFPFactCheck fell for it... Pity it wasn't posted on April 1st :)
Other	Does he know about eBay? https://t.co/n0dIfBZQe7 @maddow @MaddowBlog
Other	"Mounted and painted model of russian t-34-85 tank... ""no.174."" factory at 1/16... https://t.co/iTjBHlaczT eBay https://t.co/x5BQdnYS5t"
Other	"@askjillian I bet you are also blaming the forest fires in CA on Trump as well?

State - 
https://t.co/XJEEkDdaWe

Public Safety - https://t.co/cdVuqZqUZi

GDP - https://t.co/T6j6pBVt0n"
False	@CMigliorese @CaptnGhost8788 @BenJacobPotts @SamHarrisOrg Climate change is a long term problem with a long term solution. And the fires are because of lousy forest management by Leftist states.
True	"@Hubbub707 @Scorpio05365134 @BaeVictus @RSorokanich Your ""fairly mainstream answers"" are pure corporate disinfo – forest management has never been better studied and resourced. Climate change is THE PRIMARY FACTOR in our ever worsening wildfire seasons."
False	"@GeorgeTakei Forest management - that's all it takes to get rid of fires 🙄 He's so crazy
And Trump has simply never been in order himself."
Other	Trump wouldn't have lost California by so much if he'd campaigned there.... and sent a bunch of rakes for forest management... and maybe some leaf blowers.... and bribed election officials to swap his name with Joe Biden's name in the election results.
False	"@DarkMatter2525 @DonaldJTrumpJr @stephanie_early Yeah right ""climate change""  If you mean democrat ineptitude.  Other forested nations/areas don't burn every summer like Cali.  Are they somehow protected from climate change then?  No, they are just not incompetent on forest management like Cali."
Other	Georgia senator dismisses climate change while protecting beachfront mansion https://t.co/G3oJiqSDOi by @fastlerner
False	@Kenneth63101817 @stanleylott5 @RealCandaceO @HerschelWalker Trump was right about forest management as the cause more so than climate change, but there is too much delusion and celebrity influence there. It's not going to turn red this time around.
Other	"💡Do you have a project in fire prevention and extinction, climate change or forest management?  

The deadline for the 2nd edition Firefighting StartUp Europe Awards (SEUA - @Lab_CILIFO_EU)

You have until Thursday 19 of November‼⬇
https://t.co/qvOZ68E6a7 https://t.co/bSDHJCDy7U"
Other	"RT @PEFC: Great blog piece by @sfiprogram for @CGF_The_Forum on our recent Special Session at the #SRS2020 all about forest management, #ClimateAction and carbon emissions for a #ForestPositive future. 🌳🌲
👇
https://t.co/NboPtCC4gC"
Other	Joe Biden and Kamala Harris better get on this shit. No more of this “forest management” garbage. I’ve been learning about climate change since I was in the 3rd grade and we still haven’t done shit https://t.co/RabOGHCvU9
False	"November 9, 2018 Amid Californian forest fires @realDonaldTrump accuses state forest management of ""gross mismanagement"", threatens to withhold funding

""you gotta clean your floors, you gotta clean your forests"" trump

January 20, 2021 can't come soon enough https://t.co/8IQxZBpB3b"
Other	@jimcramer Aiding climate change and endangering animals -
Other	"Join an online edit-a-thon to contribute climate change information to Wikipedia

https://t.co/FxGmvFYW9T"
Other	Excellent Town Hall from @DCNRnews tonight, explaining how PA DCNR is both adapting to and mitigating climate change effects: everything from EV hookups and (happy!) rangers on electric motorcycles to bottomless culverts and forest management changes.
False	@KamalaHarris @JoeBiden So in summary, taking advantage of Trumps vaccine push, taking credit for an already amazing economy, continuation of bad forest management while screaming climate change, and further dividing America to make Race more talked about than it needs to be!    Got it!
Other	5 Things We Know About Climate Change and Hurricanes https://t.co/Khr3ARedz4
